job_title;seniority_level;status;company;location;post_date;headquarter;industry;ownership;company_size;revenue;skills;Revenue_numeric;Revenue Status;AVG_Salary
machine learning engineer;senior;on-site;company_135;Taipei, Taiwan . On-site;2 months ago;TW;Technology;Private;530;Private;Not Defined;;Not Reported (Private) ;36342
data scientist;lead;hybrid;company_905;United States . Hybrid;3 months ago;Buffalo, NY, US;Finance;Public;16,880;Public;python, neural network, sql, database, machine learning, tableau;;Not Reprted (Puplic) ;140905.5
data scientist;senior;on-site;company_392;United States;a month ago;Jacksonville, FL, US;Finance;Public;62,070;Ä35.42B;spark, aws, python, sql, machine learning, gcp, azure;35.42;Reported;210401.5
data scientist;senior;Not specified;company_047;Gurugram, Haryana, India;7 days ago;Bengaluru, KA, IN;Technology;Public;222,030;Ä24.16B;aws, machine learning;24.16;Reported;10048
data scientist;lead;on-site;company_909;New York, NY;a month ago;Milwaukee, WI, US;Finance;Private;32,340;Private;spark, r, python, java, sql, machine learning;;Not Reported (Private) ;180032.5
data scientist;lead;remote;company_022;Atlanta, GA;3 days ago;Charlotte, NC, US;Technology;Public;103,070;Ä128.23B;pytorch, spark, aws, python, machine learning, gcp, deep learning, keras, azure, tensorflow;128.23;Reported;96818
data scientist;senior;Not specified;company_912;Bengaluru East, Karnataka, India;7 days ago;Scottsdale, AZ, US;Technology;Private;3,980;Private;pandas, numpy, pytorch, spark, git, python, docker, database, deep learning, sql, machine learning, gcp, kubernetes, keras, azure, matplotlib, tensorflow;;Not Reported (Private) ;35019
data scientist;senior;on-site;company_367;On-site;a month ago;New York, NY, US;Technology;Private;420;Private;Not Defined;;Not Reported (Private) ;204594
data scientist;midlevel;on-site;company_395;McLean, VA;18 days ago;McLean, VA, US;Retail;Public;55,090;Ä36.38B;spark, aws, r, python, scala, sql, machine learning, database, deep learning;36.38;Reported;155089.5
data scientist;midlevel;on-site;company_914;Los Angeles Metropolitan Area . On-site;14 days ago;Los Angeles, CA, US;Technology;Public;510;Public;machine learning, python;;Not Reprted (Puplic) ;107320
data scientist;senior;remote;company_695;Maryland, United States;14 days ago;London, GB;Technology;Public;9,200;Public;pytorch, aws, r, python, machine learning, gcp, azure, tensorflow;;Not Reprted (Puplic) ;126430
data scientist;lead;on-site;company_916;United States;a month ago;Columbus, OH, US;Technology;Public;1,300;Public;sql, machine learning, r, python;;Not Reprted (Puplic) ;155363.5
data scientist;senior;Not specified;company_917;Bengaluru, Karnataka, India;10 days ago;Mountain View, CA, US;Technology;Public;258,790;Ä1.34T;pandas, r, python, sql, database;1.34T;Reported;42493
data scientist;senior;Not specified;company_171;Hyderabad, Telangana, India;15 days ago;Armonk, NY, US;Technology;Public;524,608;Ä119.23B;database, machine learning, java;119.23;Reported;39986.5
data scientist;senior;on-site;company_310;Doral, FL;3 months ago;Arlington, VA, US;Technology;Public;20,050;Public;r, python, linux, java, sql, machine learning, database, deep learning;;Not Reprted (Puplic) ;167467
data scientist;midlevel;hybrid;company_080;Vancouver, British Columbia, Canada . Hybrid;5 days ago;Toronto, ON, CA;Finance;Public;26,050;Public;pytorch, aws, scikit-learn, python, machine learning;;Not Reprted (Puplic) ;137185.5
data scientist;senior;remote;company_746;United States;14 days ago;Omaha, NE, US;Technology;Private;90;Private;sql, machine learning, python;;Not Reported (Private) ;128270
data scientist;senior;hybrid;company_922;Columbus, OH . Hybrid;10 days ago;Hartford, CT, US;Finance;Public;18,200;Ä21.55B;machine learning;21.55;Reported;125043
data scientist;senior;remote;company_416;Washington DC-Baltimore Area . Fully Remote;a month ago;Mountain View, CA, US;Technology;Private;360;Ä1.80B;aws, python, machine learning, gcp, kubernetes, azure;1.8;Reported;173540
data scientist;senior;on-site;company_415;United States, Denver . On-site;22 days ago;New York, NY, US;Technology;Private;900;Ä4.50B;Not Defined;4.5;Reported;172624
data scientist;senior;on-site;company_893;Lexington, MA;8 days ago;Heerlen, LI, NL;Technology;Private;Private;Nonprofit;aws, git, r, python, docker;Nonprofit;Reported;138696.5
data scientist;Not Specified;on-site;company_096;New York, New York, United States . On-site;a month ago;San Francisco, CA, US;Finance;Private;950;Ä11.33B;Not Defined;11.33;Reported;156179.5
data scientist;midlevel;remote;company_421;Charlotte, AR . Fully Remote;14 days ago;Cheyenne, WY, US;Technology;Private;Private;Nonprofit;sql, machine learning, python;Nonprofit;Reported;25211
data scientist;Not Specified;hybrid;company_081;Toronto, Canada . Hybrid;7 days ago;San Francisco, CA, US;Technology;Public;5,010;Ä4.42B;Not Defined;4.42;Reported;110972
data scientist;senior;Not specified;company_924;Gainesville, FL;3 months ago;Gainesville, FL, US;Education;Education;19,503;Education;pandas, numpy, pytorch, r, python, scikit-learn, scipy, machine learning, keras, deep learning, tensorflow;;Education company;57085
data scientist;senior;hybrid;company_925;San Francisco Bay Area . Hybrid;a month ago;Dublin 2, IE;Technology;Private;150;Private;pandas, spark, aws, r, python, scikit-learn, opencv, sql, machine learning, gcp, deep learning;;Not Reported (Private) ;189517
data scientist;senior;Not specified;company_928;Barcelona, Catalonia, Spain;12 days ago;Barcelona, CT, ES;Technology;Private;4,770;Private;deep learning, aws, machine learning, python;;Not Reported (Private) ;53099
data scientist;senior;on-site;company_930;San Diego, CA;21 days ago;San Diego, CA, US;Healthcare;Private;1,530;Private;pytorch, python, java, sql, machine learning, deep learning, tensorflow;;Not Reported (Private) ;191712.5
data scientist;senior;on-site;company_932;Palo Alto, CA . Vancouver, WA . Spring, TX;25 days ago;Palo Alto, CA, US;Technology;Public;51,070;Public;sql, powerbi, machine learning, python;;Not Reprted (Puplic) ;178628.5
data scientist;senior;Not specified;company_937;Atlanta, GA;6 months ago;Atlanta, GA, US;Retail;Public;500,010;Public;sql, tableau, python;;Not Reprted (Puplic) ;111435
data scientist;senior;hybrid;company_008;San Jose, CA . Hybrid;3 months ago;San Jose, CA, US;Technology;Public;34,660;Ä81.76B;sql, machine learning, python;81.76;Reported;189449.5
machine learning engineer;senior;remote;company_690;Maplewood, MN;a day ago;Maplewood, MN, US;Healthcare;Public;22,020;Public;machine learning, python;;Not Reprted (Puplic) ;139476.5
data scientist;senior;remote;company_169;Fully Remote;4 days ago;San Francisco, CA, US;Technology;Public;4,110;Ä7.79B;Not Defined;7.79;Reported;196419.5
machine learning engineer;junior;Not specified;company_941;Bengaluru, Karnataka, India;14 days ago;Dublin, IE;Technology;Public;492,245;Ä153.30B;machine learning;153.3;Reported;18357.5
data scientist;senior;remote;company_611;Denver, CO - Remote . Fully Remote;22 days ago;Denver, CO, US;Technology;Public;2,540;Public;Not Defined;;Not Reprted (Puplic) ;168972.5
data scientist;senior;hybrid;company_214;Washington, DC . Hybrid;a month ago;MontrÈal, QC, CA;Technology;Public;57,290;Ä17.25B;r, python, sql, machine learning, matplotlib, tableau;17.25;Reported;105769
;lead;hybrid;company_946;New York, NY . Hybrid;5 days ago;New York, NY, US;Technology;Private;52,380;Private;aws, gcp, azure;;Not Reported (Private) ;248884.5
data scientist;lead;hybrid;company_728;San Francisco, CA . Hybrid;a month ago;Los Angeles, CA, US;Technology;Private;150;Private;Not Defined;;Not Reported (Private) ;258479
data scientist;senior;Not specified;company_223;London, England, United Kingdom;2 months ago;New York, NY, US;Technology;Public;10,060;Public;powerbi, python, sql, machine learning, tableau;;Not Reprted (Puplic) ;76371
data scientist;lead;hybrid;company_947;Hybrid;a month ago;New York, NY, US;Technology;Private;2,020;Private;Not Defined;;Not Reported (Private) ;155270.5
machine learning engineer;senior;on-site;company_156;Mountain View, California (HQ) . On-site;16 days ago;Mountain View, CA, US;Technology;Private;900;Ä8.05B;Not Defined;8.05;Reported;230802
data scientist;senior;on-site;company_273;London, England, United Kingdom;6 months ago;Menlo Park, CA, US;Technology;Public;94,530;Ä230.27B;sql, r, python;230.27;Reported;124437.5
machine learning engineer;senior;remote;company_949;United States . Fully Remote;21 days ago;San Francisco, CA, US;Technology;Private;150;Private;pytorch, aws, r, python, machine learning, gcp, deep learning;;Not Reported (Private) ;178105.5
data scientist;senior;remote;company_950;United States . Fully Remote;14 days ago;New York, NY, US;Technology;Private;30;Private;sql, tableau, python;;Not Reported (Private) ;141567.5
data scientist;lead;remote;company_951;New York, NY;7 days ago;New York, NY, US;Finance;Private;8,010;Private;pytorch, python, machine learning, deep learning, tensorflow;;Not Reported (Private) ;179755
data scientist;senior;Not specified;company_052;Amsterdam, North Holland, Netherlands;a month ago;San Francisco, CA, US;Technology;Public;26,910;Ä53.25B;tableau, sql, r, python;53.25;Reported;72513
data scientist;Not Specified;hybrid;company_952;Hybrid;6 days ago;Culver City, CA, US;Education;Private;390;Private;Not Defined;;Not Reported (Private) ;123300
data scientist;senior;hybrid;company_146;New York City, NY . San Francisco, CA . Hybrid;12 days ago;San Francisco, CA, US;Finance;Private;780;Ä11.80B;Not Defined;11.8;Reported;208244
data scientist;midlevel;on-site;company_105;Gurgaon, Haryana, India;15 days ago;New York, NY, US;Technology;Private;30,060;Private;aws, python, docker, machine learning, gcp, kubernetes, azure;;Not Reported (Private) ;24227
data scientist;senior;Not specified;company_954;Palo Alto, CA;14 days ago;CA, US;Technology;Private;15;Private;Not Defined;;Not Reported (Private) ;182670
data scientist;Not Specified;remote;company_675;Remote, United States . Fully Remote;6 days ago;El Segundo, CA, US;Technology;Private;45;Private;Not Defined;;Not Reported (Private) ;150707.5
data scientist;senior;Not specified;company_270;Dallas, TX;7 days ago;Woonsocket, RI, US;Healthcare;Public;300,070;Ä121.37B;git, python, docker, sql, machine learning, kubernetes, azure;121.37;Reported;139705
data scientist;senior;hybrid;company_115;Bengaluru, Karnataka, India . Hybrid;a day ago;Frankfurt am Main, HE, DE;Finance;Public;68,430;Public;pytorch, aws, python, sql, gcp, azure, tensorflow;;Not Reprted (Puplic) ;24205
data scientist;lead;Not specified;company_244;Bengaluru, Karnataka, India;5 days ago;New York, NY, US;Finance;Public;290,770;Ä350.37B;sql, machine learning, tableau, python;350.37;Reported;42738
data scientist;senior;Not specified;company_233;San Diego, CA;4 days ago;Reston, VA, US;Technology;Public;27,440;Public;machine learning, python;;Not Reprted (Puplic) ;134182.5
data scientist;lead;on-site;company_962;Stamford, CT;a month ago;Stamford, CT, US;Technology;Public;3,305;Public;python;;Not Reprted (Puplic) ;152213.5
data scientist;senior;on-site;company_119;Menlo Park, CA . On-site;a month ago;West Menlo Park, CA, US;Finance;Public;3,790;Ä7.94B;Not Defined;7.94;Reported;200938.5
data scientist;senior;remote;company_038;Stockholm, Stockholm County, Sweden;7 days ago;Kista, SE;Technology;Public;131,970;Ä17.11B;spark, scikit-learn, python, scala, java, machine learning, keras, deep learning, tensorflow;17.11;Reported;52510
data scientist;senior;remote;company_964;Herndon, VA;a day ago;Westminster, CO, US;Technology;Public;2,870;Public;pandas, numpy, aws, git, python, docker, linux, sklearn, machine learning, kubernetes, deep learning, azure, matplotlib;;Not Reprted (Puplic) ;146140
data scientist;senior;Not specified;company_610;Chicago, IL;25 days ago;Chicago, IL, US;Technology;Private;51,230;Private;java, machine learning, r, python;;Not Reported (Private) ;104727
data scientist;Not Specified;remote;company_965;Fully Remote;13 days ago;Bellevue, WA, US;Technology;Private;330;Private;Not Defined;;Not Reported (Private) ;87643
data scientist;lead;hybrid;company_645;Hybrid;9 days ago;Berkeley, CA, US;Technology;Private;180;Private;Not Defined;;Not Reported (Private) ;191800
data scientist;senior;remote;company_966;California, United States, Colorado, United States, Florida, United States, Georgia, United States, Illinois, United States, Massachusetts, United States, Nevada, United States, New Jersey, United States, New York, United States, North Carolina, United States, Oregon, United States, Pennsylvania, United States, South Carolina, United States, Texas, United States, Virginia, United States, Washington, United States . Fully Remote;14 days ago;San Francisco, CA, US;Finance;Private;240;Private;Not Defined;;Not Reported (Private) ;173535
data scientist;senior;hybrid;company_967;Greater Bengaluru Area . Hybrid;15 days ago;San Diego, CA, US;Technology;Private;950;Private;spark, aws, r, python, sql, machine learning, gcp, hadoop, azure;;Not Reported (Private) ;2739979
data scientist;midlevel;hybrid;company_202;Bengaluru, Karnataka, India . Hybrid;2 days ago;Palo Alto, CA, US;Technology;Public;195,020;Ä18.30B;numpy, spark, aws, python, neural network, database, machine learning, tensorflow;18.3;Reported;34805
data scientist;senior;remote;company_969;San Jose, California, United States . Fully Remote;8 days ago;Purchase, NY, US;Healthcare;Public;4,570;Public;Not Defined;;Not Reprted (Puplic) ;168972
data scientist;junior;Not specified;company_343;London, England, United Kingdom;2 days ago;Edinburgh, GB;Finance;Public;60,020;Ä24.63B;aws, machine learning, linux, python;24.63;Reported;59680
data scientist;senior;remote;company_337;Reston, VA;7 days ago;Fairfax, VA, US;Finance;Public;7,290;Public;r, python, sql, machine learning, database, azure;;Not Reprted (Puplic) ;146395.5
data scientist;senior;Not specified;company_212;Cincinnati, OH;22 days ago;Boston, MA, US;Technology;Public;222,490;Public;aws, python, machine learning, azure, deep learning;;Not Reprted (Puplic) ;135178
data scientist;senior;Not specified;company_318;United States;2 months ago;Dallas, TX, US;Technology;Public;55,030;Ä14.56B;sql, machine learning, r, python;14.56;Reported;100472
data scientist;midlevel;remote;company_421;Brazil . Fully Remote;14 days ago;Cheyenne, WY, US;Technology;Private;Private;Nonprofit;sql, machine learning, python;Nonprofit;Reported;25211
data scientist;midlevel;Not specified;company_971;Singapore, Singapore;7 days ago;Singapore, SG;Technology;Private;3,682;Private;machine learning;;Not Reported (Private) ;83973
machine learning engineer;Not Specified;on-site;company_403;Boston, MA . On-site;6 days ago;Boston, MA, US;Retail;Public;17,030;Public;Not Defined;;Not Reprted (Puplic) ;165773.5
data scientist;senior;remote;company_067;San Francisco, CA, US . Remote, US . Fully Remote;21 days ago;San Francisco, CA, US;Technology;Public;5,260;Ä14.30B;Not Defined;14.3;Reported;306626
data scientist;senior;remote;company_974;Toronto, Ontario, Canada;4 days ago;Toronto, ON, CA;Technology;Public;2,280;Public;sql, machine learning, python;;Not Reprted (Puplic) ;75103
data scientist;senior;hybrid;company_975;San Francisco, California, United States . Hybrid;12 days ago;Miramar, FL, US;Technology;Private;15;Private;Not Defined;;Not Reported (Private) ;191805.5
data scientist;senior;Not specified;company_895;Colorado Springs, CO;2 months ago;Centreville, VA, US;Technology;Public;16,060;Public;pandas, numpy, pytorch, spark, aws, amazon, r, python, scikit-learn, scipy, linux, java, machine learning, keras, deep learning, matplotlib, tensorflow;;Not Reprted (Puplic) ;108875
data scientist;senior;on-site;company_979;Bengaluru, Karnataka, India;2 months ago;Pune, MH, IN;Technology;Public;125,010;Public;spark, aws, r, python, sql, machine learning, database, hadoop, azure;;Not Reprted (Puplic) ;23903
machine learning engineer;Not Specified;on-site;company_156;Mountain View, California (HQ) . On-site;16 days ago;Mountain View, CA, US;Technology;Private;900;Ä8.10B;Not Defined;8.1;Reported;157919.5
data scientist;senior;hybrid;company_003;Bentonville, AR . Hybrid;18 days ago;Bentonville, AR, US;Retail;Public;Ä352.44B;Public;spark, r, python, scala, machine learning, tensorflow;;Not Reprted (Puplic) ;123300
data scientist;lead;Not specified;company_980;Bengaluru, Karnataka, India;a month ago;Minneapolis, MN, US;Retail;Public;409,060;Ä66.94B;spark, r, python, scala, java, sql, hadoop, machine learning;66.94;Reported;45081.5
data scientist;midlevel;hybrid;company_983;Annapolis Junction, MD . Fort Meade, MD . Hybrid;17 days ago;McLean, VA, US;Technology;Public;27,060;Public;linux, machine learning, r, python;;Not Reprted (Puplic) ;115813.5
data scientist;senior;hybrid;company_357;Hyderabad, Telangana, India . Chennai, Tamil Nadu, India . Hybrid;14 days ago;Basking Ridge, NJ, US;Technology;Public;132,070;Ä142.28B;aws, r, python, sql, gcp, machine learning, tableau;142.28;Reported;22839
data scientist;junior;Not specified;company_014;Berkeley, CA;2 months ago;Berkeley, CA, US;Education;Education;17,441;Education;machine learning;;Education company;144768
data scientist;midlevel;remote;company_421;Santo Domingo, Dominican Republic . Fully Remote;14 days ago;Cheyenne, WY, US;Technology;Private;Private;Nonprofit;sql, machine learning, python;Nonprofit;Reported;25216
data scientist;junior;Not specified;company_985;Madrid, Community of Madrid, Spain;5 days ago;Chicago, IL, US;Finance;Private;312,040;Private;python, docker, kubernetes, machine learning, azure, deep learning;;Not Reported (Private) ;28045
data scientist;senior;remote;company_647;India, Hyderabad . Fully Remote;20 days ago;London, GB;Technology;Private;900;Private;Not Defined;;Not Reported (Private) ;39023
data scientist;senior;on-site;company_316;Gurgaon, Haryana, India;8 days ago;Eden Prairie, MN, US;Healthcare;Public;37,950;Public;python, machine learning, gcp, azure, deep learning, tensorflow;;Not Reprted (Puplic) ;31353
data scientist;lead;on-site;company_844;San Diego, CA;3 days ago;Mountain View, CA, US;Technology;Public;17,070;Ä94.69B;r, python, sql, machine learning, tableau;94.69;Reported;145221
data scientist;lead;remote;company_338;Cambridge, MA;7 days ago;Paris, FR;Healthcare;Public;75,470;Ä99.86B;pytorch, r, python, machine learning, tensorflow;99.86;Reported;149787
data scientist;senior;on-site;company_816;San Francisco, CA;2 months ago;San Francisco, CA, US;Retail;Public;117,010;Public;spark, sql, azure, python;;Not Reprted (Puplic) ;185231.5
data scientist;senior;on-site;company_096;New York, New York, United States . On-site;23 days ago;San Francisco, CA, US;Finance;Private;950;Ä11.68B;Not Defined;11.68;Reported;197284
data scientist;senior;on-site;company_917;Mountain View, CA . San Bruno, CA;4 days ago;Mountain View, CA, US;Technology;Public;258,760;Ä1.14T;sql, r, python;1.14T;Reported;187235.5
data scientist;senior;on-site;company_003;Bellevue, WA;16 days ago;Bentonville, AR, US;Retail;Public;Ä352.44B;Public;pytorch, spark, r, python, scala, machine learning, azure, tensorflow;;Not Reprted (Puplic) ;213722
data scientist;senior;on-site;company_849;Whitehouse Station, NJ . Philadelphia, PA . Jersey City, NJ . Philadelphia, Pennsylvania, Amerika Serikat . Whitehouse Station, New Jersey, Amerika Serikat;3 months ago;Readington Township, NJ, US;Finance;Public;29,400;Public;database, sql, machine learning, python;;Not Reprted (Puplic) ;131068
data scientist;midlevel;Not specified;company_055;Cary, NC;19 days ago;Z¸rich, ZH, CH;Technology;Public;97,300;Ä55.34B;Not Defined;55.34;Reported;51293
machine learning engineer;Not Specified;hybrid;company_403;Boston, MA . Hybrid;22 days ago;Boston, MA, US;Retail;Public;17,020;Public;Not Defined;;Not Reprted (Puplic) ;165771.5
data scientist;lead;Not specified;company_366;Hyderabad, Telangana, India;7 days ago;Columbia, MD, US;Technology;Private;180;Private;aws, r, python, sql, machine learning, azure, tableau;;Not Reported (Private) ;19780
machine learning engineer;senior;Not specified;company_941;Bengaluru, Karnataka, India;14 days ago;Dublin, IE;Technology;Public;492,235;Ä153.05B;sql, python;153.05;Reported;18354.5
data scientist;Not Specified;hybrid;company_081;Toronto, Canada . Hybrid;7 days ago;San Francisco, CA, US;Technology;Public;5,010;Ä4.67B;Not Defined;4.67;Reported;110970
data scientist;senior;Not specified;company_844;Plano, TX;8 days ago;Mountain View, CA, US;Technology;Public;17,020;Ä94.39B;spark, r, python, sql, tableau;94.39;Reported;168969
data scientist;senior;on-site;company_917;Mountain View, CA;5 days ago;Mountain View, CA, US;Technology;Public;258,800;Ä1.29T;sql, r, python;1.29T;Reported;156636.5
data scientist;lead;hybrid;company_667;Mountain View, CA, US . San Francisco, CA, US . Hybrid;9 days ago;Mountain View, CA, US;Technology;Private;2,760;Private;Not Defined;;Not Reported (Private) ;251171
data scientist;senior;remote;company_421;Lima, Peru;5 days ago;Cheyenne, WY, US;Technology;Private;Private;Nonprofit;pandas, numpy, python, sklearn, machine learning, matplotlib;Nonprofit;Reported;7679
data scientist;senior;remote;company_848;East Hanover, NJ;14 days ago;Basel, BS, CH;Healthcare;Public;107,690;Ä160.95B;gcp, database;160.95;Reported;148418.5
data scientist;senior;Not specified;company_844;Mountain View, CA;a month ago;Mountain View, CA, US;Technology;Public;17,020;Ä94.64B;sql, machine learning, r, python;94.64;Reported;173539
data scientist;lead;on-site;company_235;Colorado Springs, CO;8 days ago;San Antonio, TX, US;Finance;Private;33,020;Private;r, python, sql, database, machine learning;;Not Reported (Private) ;219084.5
data scientist;senior;Not specified;company_270;Albany, NY;2 months ago;Woonsocket, RI, US;Healthcare;Public;300,060;Ä121.22B;aws, python, sql, machine learning, gcp, azure;121.22;Reported;197560
data scientist;senior;Not specified;company_233;McLean, VA;2 months ago;Reston, VA, US;Technology;Public;27,450;Public;pandas, numpy, r, python, sql, tableau;;Not Reprted (Puplic) ;161688
data scientist;lead;Not specified;company_872;Boise, ID;a month ago;Atlanta, GA, US;Finance;Public;11,060;Ä18.58B;pandas, numpy, pytorch, spark, r, python, scikit-learn, machine learning, deep learning, tensorflow;18.58;Reported;100474
data scientist;senior;hybrid;company_115;Bengaluru, Karnataka, India . Hybrid;7 days ago;Frankfurt am Main, HE, DE;Finance;Public;68,420;Public;pytorch, aws, python, sql, gcp, azure, tensorflow;;Not Reprted (Puplic) ;24200
data scientist;senior;hybrid;company_316;Dublin, County Dublin, Ireland . Hybrid;14 days ago;Eden Prairie, MN, US;Healthcare;Public;37,950;Public;git, r, python, hadoop, deep learning, keras, azure, tensorflow;;Not Reprted (Puplic) ;80785.5
data scientist;senior;on-site;company_917;Mountain View, CA;a month ago;Mountain View, CA, US;Technology;Public;258,810;Ä1.44T;sql, r, python;1.44T;Reported;249802.5
data scientist;senior;remote;company_967;Gurugram, Haryana, India . Madurai, Tamil Nadu, India . Jaipur, Rajasthan, India . Chandigarh, India . Mumbai, Maharashtra, India + 34 More;7 days ago;San Diego, CA, US;Technology;Private;950;Private;scikit-learn, python, airflow, sql, machine learning;;Not Reported (Private) ;24358
data scientist;senior;Not specified;company_678;Fort Meade, MD;8 days ago;Herndon, VA, US;Technology;Private;5,010;Private;tableau;;Not Reported (Private) ;173533.5
data scientist;senior;Not specified;company_366;Hyderabad, Telangana, India;a month ago;Columbia, MD, US;Technology;Private;180;Private;pytorch, aws, python, docker, gcp, kubernetes, azure, tensorflow;;Not Reported (Private) ;19777
machine learning engineer;senior;on-site;company_156;Mountain View, California (HQ) . On-site;7 days ago;Mountain View, CA, US;Technology;Private;900;Ä8.20B;Not Defined;8.2;Reported;254230
data scientist;senior;hybrid;company_308;Redmond, WA . Hybrid;2 days ago;Redmond, WA, US;Technology;Public;182,328;Ä1.98T;sql, azure, machine learning, python;1.98T;Reported;136788
data scientist;senior;hybrid;company_980;Brooklyn Park, MN . Hybrid;7 days ago;Minneapolis, MN, US;Retail;Public;409,050;Ä67.04B;spark, r, python, scala, java, sql, hadoop, machine learning;67.04;Reported;121476.5
data scientist;senior;hybrid;company_291;Alpharetta, GA . Hybrid;7 days ago;Bengaluru, KA, IN;Technology;Public;261,040;Ä71.18B;pytorch, spark, aws, r, python, scala, java, sql, machine learning, gcp, deep learning, azure, tensorflow, tableau;71.18;Reported;118049.5
data scientist;senior;Not specified;company_171;Bengaluru, Karnataka, India;7 days ago;Armonk, NY, US;Technology;Public;524,568;Ä119.18B;pandas, pytorch, r, python, java, database, keras, machine learning, matplotlib, tensorflow;119.18;Reported;42868
machine learning engineer;senior;Not specified;company_678;College Park, MD;21 days ago;Herndon, VA, US;Technology;Private;5,060;Private;pytorch, python, java, keras, machine learning, tensorflow;;Not Reported (Private) ;94988
data scientist;senior;on-site;company_395;New York, NY;18 days ago;McLean, VA, US;Retail;Public;55,100;Ä36.38B;pytorch, aws, database, machine learning, tensorflow;36.38;Reported;169155.5
data scientist;senior;hybrid;company_667;Mountain View, California, USA . Hybrid;9 days ago;Mountain View, CA, US;Technology;Private;2,810;Private;Not Defined;;Not Reported (Private) ;236556
data scientist;senior;Not specified;company_183;Tallinn, Harjumaa, Estonia;7 days ago;Tallinn, EE;Technology;Private;3,760;Private;pandas, numpy, spark, aws, scikit-learn, python, airflow, machine learning;;Not Reported (Private) ;61775
data scientist;senior;Not specified;company_980;Bengaluru, Karnataka, India;a month ago;Minneapolis, MN, US;Retail;Public;409,040;Ä67.09B;pytorch, python, docker, sql, machine learning, kubernetes, hadoop, deep learning, tensorflow;67.09;Reported;45086.5
data scientist;senior;on-site;company_288;Washington, DC . On-site;7 days ago;Reston, VA, US;Technology;Public;26,010;Ä62.74B;machine learning;62.74;Reported;127870
data scientist;senior;hybrid;company_983;Fort Belvoir, VA . Reston, VA . Hybrid;20 days ago;McLean, VA, US;Technology;Public;27,010;Public;spark, r, python, sql, hadoop, machine learning;;Not Reprted (Puplic) ;147960.5
data scientist;senior;hybrid;company_067;San Francisco, CA, US . Seattle, WA, US . Palo Alto, CA, US . Hybrid;19 hours ago;San Francisco, CA, US;Technology;Public;5,300;Ä14.25B;Not Defined;14.25;Reported;306623
data scientist;lead;on-site;company_395;New York, NY;16 days ago;McLean, VA, US;Retail;Public;55,110;Ä36.03B;aws, r, python, scala, machine learning, database, deep learning;36.03;Reported;281448
data scientist;senior;on-site;company_395;San Jose, CA;6 days ago;McLean, VA, US;Retail;Public;55,130;Ä36.03B;pytorch, aws, r, python, scala, sql, database, machine learning;36.03;Reported;141888
data scientist;senior;hybrid;company_291;Alpharetta, GA . Hybrid;7 days ago;Bengaluru, KA, IN;Technology;Public;261,010;Ä71.03B;pytorch, spark, aws, r, python, scala, java, sql, machine learning, gcp, deep learning, azure, tensorflow, tableau;71.03;Reported;118056.5
data scientist;senior;on-site;company_003;Sunnyvale, CA;21 days ago;Bentonville, AR, US;Retail;Public;Ä352.44B;Public;pytorch, spark, r, python, scala, machine learning, tensorflow;;Not Reprted (Puplic) ;160289.5
data scientist;senior;Not specified;company_291;Bengaluru East, Karnataka, India;6 days ago;Bengaluru, KA, IN;Technology;Public;261,040;Ä71.13B;aws, r, python, sql, neural network, gcp, azure;71.13;Reported;9582
data scientist;senior;hybrid;company_922;Hartford, CT . Chicago, IL . Charlotte, NC . Columbus, OH . Hybrid;7 days ago;Hartford, CT, US;Finance;Public;18,190;Ä21.60B;machine learning;21.6;Reported;125035
data scientist;Not Specified;hybrid;company_081;Toronto, Canada . Hybrid;7 days ago;San Francisco, CA, US;Technology;Public;5,040;Ä4.72B;Not Defined;4.72;Reported;110978
data scientist;senior;on-site;company_185;Linthicum Heights, MD . On-site;14 days ago;Falls Church, VA, US;Technology;Public;97,050;Ä75.00B;r;75;Reported;205047.5
data scientist;lead;on-site;company_230;North Chicago, IL;a month ago;North Chicago, IL, US;Healthcare;Public;49,360;Ä245.34B;Not Defined;245.34;Reported;137007
data scientist;midlevel;remote;company_421;San Juan, Puerto Rico . Fully Remote;14 days ago;Cheyenne, WY, US;Technology;Private;Private;Nonprofit;sql, machine learning, python;Nonprofit;Reported;25214
data scientist;senior;on-site;company_490;Overland Park, KS . Bellevue, WA . Frisco, TX;3 months ago;Bellevue, WA, US;Technology;Public;83,560;Public;aws, r, python, sql, machine learning, deep learning, azure;;Not Reprted (Puplic) ;163125
data scientist;senior;Not specified;company_844;San Francisco, CA;21 days ago;Mountain View, CA, US;Technology;Public;17,070;Ä94.49B;r, python, sql, machine learning, tableau;94.49;Reported;168968
data scientist;senior;Not specified;company_171;Hyderabad, Telangana, India;14 days ago;Armonk, NY, US;Technology;Public;524,608;Ä119.33B;database, machine learning, java;119.33;Reported;39989.5
data scientist;senior;hybrid;company_183;Tallinn, Harjumaa, Estonia . Hybrid;a month ago;Tallinn, EE;Technology;Private;3,760;Private;pandas, numpy, pytorch, spark, aws, scikit-learn, python, docker, airflow, machine learning, deep learning;;Not Reported (Private) ;61778
data scientist;senior;Not specified;company_844;Mountain View, CA;7 days ago;Mountain View, CA, US;Technology;Public;17,050;Ä94.54B;sql, machine learning, tableau, python;94.54;Reported;168967
machine learning engineer;senior;on-site;company_135;Taipei, Taiwan . On-site;a month ago;TW;Technology;Private;530;Private;Not Defined;;Not Reported (Private) ;36345
